FIPS,PovertyRate,MedianFamilyIncome,TractBlack,TractHispanic,lasnap1,lasnap10,lahunv1,lahunv10,TractPop,Food Insecurity Rate,County,Avg w Mortage,Avg w/o Mortage,Regions,State,Subregions,Income_Group,LogIncome,LogPop,LogMortgage,Insecurity_Groups
1001,0.128072218,64137.95386,0.176705576,0.024005424,0.03339755,0.008940346,0.012418185,0.00307044,54571,0.139,"Autauga County, Alabama",141300,354,South, Alabama,East South Central Division,Middle,11.06879157,10.90725789,11.85864057,Above Average
1003,0.138194799,62404.36429,0.093846871,0.043848243,0.02674588,0.000560481,0.007649098,0.000237002,182265,0.13,"Baldwin County, Alabama",169300,365,South, Alabama,East South Central Division,Middle,11.04139049,12.11321695,12.03942757,Above Average
1005,0.240037258,43916.97214,0.468915031,0.050515351,0.049444818,0.013645626,0.015484027,0.005827684,27457,0.234,"Barbour County, Alabama",92200,334,South, Alabama,East South Central Division,Middle,10.69005613,10.22037642,11.43171541,Extreme
1007,0.170591316,42271.6851,0.220248745,0.017717652,0.042425728,0.000711037,0.009792194,3.71E-05,22915,0.161,"Bibb County, Alabama",102700,344,South, Alabama,East South Central Division,Middle,10.65187276,10.039547,11.5395674,High
1009,0.174326751,53069.8719,0.01327588,0.080701999,0.04685282,0.001742497,0.012559426,0.00033347,57322,0.113,"Blount County, Alabama",119800,335,South, Alabama,East South Central Division,Middle,10.87936466,10.95643977,11.69357896,Average
1011,0.199792194,47951.23933,0.702400586,0.071192963,0.044802763,0.018798964,0.038103473,0.017600846,10914,0.244,"Bullock County, Alabama",68600,385,South, Alabama,East South Central Division,Middle,10.77793993,9.297801648,11.13604781,Extreme
1013,0.261252112,40537.3146,0.434191054,0.009118251,0.062394713,0.004365198,0.015284685,0.001679197,20947,0.22,"Butler County, Alabama",78900,339,South, Alabama,East South Central Division,Middle,10.60997818,9.949750717,11.27593651,Extreme
1015,0.225623242,49539.40647,0.205630334,0.032832372,0.036540932,0,0.010418055,0,118572,0.174,"Calhoun County, Alabama",105900,320,South, Alabama,East South Central Division,Middle,10.81052372,11.68327565,11.57025053,High
1017,0.237156393,43375.80091,0.38746164,0.015665644,0.044388759,0.00147525,0.021341548,0.000742396,34215,0.203,"Chambers County, Alabama",80800,335,South, Alabama,East South Central Division,Middle,10.67765698,10.44041942,11.29973224,Very High
1019,0.209443149,45620.00235,0.046481204,0.012312902,0.061868881,0.000188101,0.011538994,6.45E-05,25989,0.139,"Cherokee County, Alabama",105100,356,South, Alabama,East South Central Division,Middle,10.72810155,10.16542865,11.56266756,Above Average
1021,0.188845863,50780.20111,0.09692276,0.078363082,0.056572676,0.001082013,0.014689888,0.000314266,43643,0.135,"Chilton County, Alabama",100100,324,South, Alabama,East South Central Division,Middle,10.83526182,10.68379818,11.51392497,Above Average
1023,0.214721048,49363.58951,0.433797532,0.005267335,0.087613434,0.025981044,0.030524325,0.008387903,13859,0.212,"Choctaw County, Alabama",61100,320,South, Alabama,East South Central Division,Middle,10.80696838,9.53669012,11.02026715,Extreme
1025,0.269337088,45190.80053,0.438818565,0.010490458,0.061158801,0.007387384,0.036531619,0.006271329,25833,0.247,"Clarke County, Alabama",86900,368,South, Alabama,East South Central Division,Middle,10.71864882,10.15940802,11.37251331,Extreme
1027,0.188184611,45566.9799,0.148291703,0.028639104,0.047452781,0.002945804,0.013845036,0.000239406,13932,0.15,"Clay County, Alabama",84100,278,South, Alabama,East South Central Division,Middle,10.72693861,9.541943631,11.33976185,Above Average
1029,0.183272242,45857.90916,0.033262089,0.020504943,0.045263662,0.002641307,0.013977021,0.000958398,14972,0.135,"Cleburne County, Alabama",108000,330,South, Alabama,East South Central Division,Middle,10.73330296,9.613937069,11.58988651,Above Average
1031,0.188831525,57669.58008,0.167354048,0.063666213,0.031370339,0.00292416,0.010877174,0.000673929,49948,0.151,"Coffee County, Alabama",142400,339,South, Alabama,East South Central Division,Middle,10.96248511,10.81873774,11.86639528,High
1033,0.182049644,50558.92961,0.161093555,0.020081576,0.042348561,0.000516209,0.012535275,7.03E-05,54428,0.166,"Colbert County, Alabama",99400,352,South, Alabama,East South Central Division,Middle,10.83089486,10.90463401,11.50690739,High
1035,0.334296795,32120.11634,0.464847294,0.012171152,0.093529395,0.03235894,0.024619233,0.007558347,13228,0.244,"Conecuh County, Alabama",70100,318,South, Alabama,East South Central Division,Low,10.37723779,9.490091074,11.15767807,Extreme
1037,0.199264061,43974.16457,0.310425513,0.019932403,0.069859281,0.012748984,0.024280439,0.004058369,11539,0.177,"Coosa County, Alabama",78300,351,South, Alabama,East South Central Division,Middle,10.69135757,9.353487881,11.26830288,High
1039,0.201313544,45476.98144,0.124877532,0.01278962,0.040910237,0.004486514,0.013571898,0.001702255,37765,0.163,"Covington County, Alabama",93600,327,South, Alabama,East South Central Division,Middle,10.72496157,10.53913803,11.44678566,High
1041,0.171860851,50006.25881,0.233999712,0.014669927,0.064434429,0.031813622,0.018040814,0.010723643,13906,0.167,"Crenshaw County, Alabama",70600,297,South, Alabama,East South Central Division,Middle,10.81990345,9.540075681,11.16478542,High
1043,0.179509987,49053.8201,0.010645972,0.042956993,0.043512638,0.000381047,0.01307058,0.000133063,80406,0.129,"Cullman County, Alabama",115200,338,South, Alabama,East South Central Division,Middle,10.80067334,11.29484408,11.65442503,Above Average
1045,0.18890832,54617.92979,0.192613082,0.056138186,0.043948689,0.001486497,0.012240424,0.000369677,50251,0.168,"Dale County, Alabama",101700,304,South, Alabama,East South Central Division,Middle,10.90811749,10.82478573,11.52978258,High
1047,0.355160817,37036.29966,0.694272022,0.007051575,0.059586852,0.014430457,0.022565267,0.005816329,43820,0.298,"Dallas County, Alabama",81500,357,South, Alabama,East South Central Division,Low,10.51965378,10.68784561,11.3083583,Extreme
1049,0.200663967,45353.77246,0.015159825,0.136269671,0.046955734,0,0.010405754,0,71109,0.117,"DeKalb County, Alabama",98500,320,South, Alabama,East South Central Division,Middle,10.72224864,11.17196919,11.49781183,Average
1051,0.131774763,62967.50177,0.200496829,0.026846399,0.032702301,6.09E-05,0.012373954,7.45E-05,79303,0.142,"Elmore County, Alabama",147500,326,South, Alabama,East South Central Division,Middle,11.05037403,11.28103124,11.90158345,Above Average
1053,0.256251625,39688.80775,0.31890185,0.018737441,0.058200561,0.005486954,0.014812411,0.001071633,38319,0.201,"Escambia County, Alabama",93800,323,South, Alabama,East South Central Division,Low,10.58882451,10.55370114,11.44892013,Very High
1055,0.198363124,48927.34809,0.151259217,0.033007756,0.032141484,0,0.01302688,0,104430,0.159,"Etowah County, Alabama",100400,336,South, Alabama,East South Central Division,Middle,10.79809178,11.55627227,11.51691749,High
1057,0.207083638,43280.89171,0.114204512,0.01183226,0.065308256,0.001804037,0.025806043,0.000340976,17241,0.161,"Fayette County, Alabama",75200,291,South, Alabama,East South Central Division,Middle,10.67546652,9.755045547,11.22790651,High
1059,0.238157236,45274.83753,0.038733283,0.148561696,0.042879152,0.002199714,0.01438796,0.001637594,31704,0.135,"Franklin County, Alabama",85600,328,South, Alabama,East South Central Division,Middle,10.72050669,10.36419813,11.35744056,Above Average
1061,0.226398208,45150.02352,0.094774169,0.034341172,0.047731499,3.17E-05,0.009457356,7.48E-06,26790,0.155,"Geneva County, Alabama",77400,280,South, Alabama,East South Central Division,Middle,10.71774608,10.19578396,11.25674206,High
1063,0.360584632,31458.74804,0.814814815,0.007628524,0.125279191,0.051007048,0.034719984,0.010800398,9045,0.318,"Greene County, Alabama",69600,358,South, Alabama,East South Central Division,Low,10.35643238,9.109967398,11.15051985,Extreme
1065,0.280864086,40588.00387,0.590164975,0.008883249,0.074412933,0.006429484,0.038196593,0.00422758,15760,0.236,"Hale County, Alabama",87400,352,South, Alabama,East South Central Division,Middle,10.61122783,9.665230363,11.37825056,Extreme
1067,0.148776211,57265.66697,0.285631719,0.02248295,0.050734517,0.003717964,0.018358901,0.001484787,17302,0.162,"Henry County, Alabama",96300,304,South, Alabama,East South Central Division,Middle,10.95545654,9.758577381,11.4752236,High
1069,0.186056388,53456.66468,0.257772263,0.029493732,0.022908173,3.30E-05,0.009043282,1.94E-05,101547,0.176,"Houston County, Alabama",123300,307,South, Alabama,East South Central Division,Middle,10.8866266,11.52827702,11.72237569,High
1071,0.182609446,45224.95406,0.033460462,0.025156406,0.044178319,0.00209367,0.014202035,0.001007187,53227,0.143,"Jackson County, Alabama",98900,307,South, Alabama,East South Central Division,Middle,10.71940429,10.88232107,11.50186452,Above Average
1073,0.188645932,63249.60447,0.419953346,0.038708149,0.025472039,0.000131071,0.010978979,7.55E-05,658466,0.194,"Jefferson County, Alabama",143400,394,South, Alabama,East South Central Division,Middle,11.05484415,13.39766817,11.87339321,Very High
1075,0.224319967,40402.26682,0.112812414,0.012359242,0.077945079,0.001418258,0.016379848,0.000288374,14564,0.169,"Lamar County, Alabama",67900,324,South, Alabama,East South Central Division,Middle,10.60664117,9.586308009,11.12579131,High
1077,0.188934764,55612.09137,0.099850068,0.022457367,0.024142775,0.000530867,0.013433679,0.000104924,92709,0.156,"Lauderdale County, Alabama",118600,335,South, Alabama,East South Central Division,Middle,10.92615593,11.43722083,11.68351177,High
1079,0.172235942,50178.03034,0.114680101,0.016715688,0.062611586,0.002945074,0.013778807,0.00061098,34339,0.154,"Lawrence County, Alabama",94800,326,South, Alabama,East South Central Division,Middle,10.82333257,10.44403701,11.45952469,High
1081,0.248050596,59414.98959,0.227462976,0.032592498,0.026199678,6.12E-05,0.00904897,3.67E-05,140247,0.184,"Lee County, Alabama",154300,354,South, Alabama,East South Central Division,Middle,10.99230182,11.85116043,11.94665404,Very High
1083,0.138384963,63309.57397,0.125981494,0.055458916,0.036578304,0.000264459,0.010134789,0.000113883,82782,0.129,"Limestone County, Alabama",142100,340,South, Alabama,East South Central Division,Middle,11.05579184,11.32396593,11.86428631,Above Average
1085,0.294529516,39043.40473,0.735463315,0.007699796,0.100869341,0.025278384,0.040345802,0.009566639,11299,0.283,"Lowndes County, Alabama",67800,436,South, Alabama,East South Central Division,Low,10.57242925,9.332469505,11.12431747,Extreme
1087,0.283384906,47950.82393,0.826449748,0.010814842,0.097825326,0.011100541,0.041503164,0.0044342,21452,0.273,"Macon County, Alabama",74700,371,South, Alabama,East South Central Division,Middle,10.77793126,9.97357316,11.22123537,Extreme
1089,0.138698104,76138.63172,0.240063797,0.046008046,0.018712452,2.83E-05,0.006975763,2.47E-05,334811,0.151,"Madison County, Alabama",167900,358,South, Alabama,East South Central Division,Middle,11.24031106,12.72132147,12.03112384,High
1091,0.256787511,44943.85443,0.517049508,0.016740381,0.05817752,0.018552834,0.027324946,0.009267075,21027,0.229,"Marengo County, Alabama",90800,350,South, Alabama,East South Central Division,Middle,10.71316931,9.953562605,11.41641456,Extreme
1093,0.195458279,43680.65892,0.038471536,0.020535482,0.069632671,0.005823296,0.017400103,0.001397014,30776,0.15,"Marion County, Alabama",81400,306,South, Alabama,East South Central Division,Middle,10.6846607,10.33449044,11.30713055,Above Average
1095,0.197808846,49573.0018,0.016061235,0.120814027,0.040572512,0,0.012215001,0,93019,0.124,"Marshall County, Alabama",115500,328,South, Alabama,East South Central Division,Middle,10.81120165,11.44055905,11.65702581,Above Average
1097,0.20381119,54939.28126,0.34623431,0.024058577,0.031338849,5.79E-05,0.007863965,1.40E-07,412992,0.192,"Mobile County, Alabama",122400,362,South, Alabama,East South Central Division,Middle,10.91398388,12.9311835,11.71504965,Very High
1099,0.293684585,40382.73335,0.416767817,0.009537021,0.04718525,0.011633065,0.035867965,0.010564134,23068,0.25,"Monroe County, Alabama",81200,320,South, Alabama,East South Central Division,Middle,10.60615758,10.04620165,11.30467053,Extreme
1101,0.225301417,58134.12519,0.547067313,0.036248218,0.032580843,0.001699971,0.012297898,0.000623474,229363,0.226,"Montgomery County, Alabama",122300,361,South, Alabama,East South Central Division,Middle,10.97050812,12.34306118,11.71423232,Extreme
1103,0.154821634,56286.24431,0.118712863,0.076625659,0.022915221,3.69E-05,0.008193017,3.57E-05,119490,0.137,"Morgan County, Alabama",123500,330,South, Alabama,East South Central Division,Middle,10.93820546,11.69098796,11.72399644,Above Average
1105,0.374534605,29814.06949,0.686998395,0.010763856,0.070906445,0.006883221,0.032995576,0.002180763,10591,0.29,"Perry County, Alabama",66300,377,South, Alabama,East South Central Division,Low,10.30273569,9.267759863,11.10194518,Extreme
1107,0.255122708,40833.51732,0.415831054,0.015851312,0.058362398,0.002839851,0.024193208,0.000339501,19746,0.212,"Pickens County, Alabama",82000,312,South, Alabama,East South Central Division,Middle,10.61725853,9.890706218,11.31447453,Extreme
1109,0.277916046,47665.16703,0.366394115,0.022189124,0.044673275,0.002958827,0.017114324,0.00081072,32899,0.223,"Pike County, Alabama",105500,321,South, Alabama,East South Central Division,Middle,10.77195616,10.40119754,11.56646623,Extreme
1111,0.23365417,44502.75093,0.201064898,0.028324532,0.058586935,0.006307258,0.019975817,0.002730361,22913,0.167,"Randolph County, Alabama",85800,318,South, Alabama,East South Central Division,Middle,10.70330628,10.03945971,11.35977429,High
1113,0.224293803,46269.26459,0.418059569,0.036753735,0.028403754,0.003384824,0.011398844,0.002694132,52947,0.204,"Russell County, Alabama",111000,325,South, Alabama,East South Central Division,Middle,10.74223319,10.87704669,11.61728548,Very High
1115,0.161774539,59605.67763,0.085533478,0.020528035,0.045315285,0,0.00817648,0,83593,0.129,"St. Clair County, Alabama",140000,344,South, Alabama,East South Central Division,Middle,10.99550611,11.33371506,11.8493977,Above Average
1117,0.088218038,84901.60959,0.106271625,0.059292103,0.014846283,0.000119363,0.006966098,7.23E-05,195085,0.1,"Shelby County, Alabama",192800,393,South, Alabama,East South Central Division,Middle,11.34924833,12.18119064,12.16940866,Average
1119,0.395044394,34954.65727,0.749545884,0.006248638,0.099342861,0.027400244,0.043127265,0.00891131,13763,0.302,"Sumter County, Alabama",72900,304,South, Alabama,East South Central Division,Low,10.46180699,9.529739111,11.19684392,Extreme
1121,0.232207799,43380.45775,0.316620287,0.020305987,0.048225201,2.12E-05,0.01512756,2.15E-05,82291,0.192,"Talladega County, Alabama",93400,334,South, Alabama,East South Central Division,Middle,10.67776434,11.31801702,11.44464662,Very High
1123,0.212460376,47080.79265,0.26631584,0.025038447,0.053387672,0.000984905,0.025590759,0.000353939,41616,0.181,"Tallapoosa County, Alabama",103400,332,South, Alabama,East South Central Division,Middle,10.7596204,10.63623999,11.54636024,Very High
1125,0.202082946,57301.68855,0.295963135,0.030561606,0.018214161,0.00051291,0.00727512,0.000198617,194656,0.179,"Tuscaloosa County, Alabama",156500,359,South, Alabama,East South Central Division,Middle,10.95608537,12.17898918,11.96081129,High
1127,0.23053516,47005.66513,0.058606747,0.019500768,0.061814393,0.000241516,0.017834128,1.12E-05,67023,0.16,"Walker County, Alabama",82800,316,South, Alabama,East South Central Division,Middle,10.75802341,11.11279112,11.32418334,High
1129,0.158015357,51853.35009,0.249132586,0.008588817,0.065313327,0.005083671,0.015646997,0.000947567,17581,0.173,"Washington County, Alabama",85700,353,South, Alabama,East South Central Division,Middle,10.85617482,9.774574052,11.3586081,High
1131,0.41054473,28935.5946,0.725364182,0.006169666,0.104291694,0.046177563,0.051200099,0.024168465,11670,0.322,"Wilcox County, Alabama",77300,410,South, Alabama,East South Central Division,Low,10.27282776,9.364776725,11.25544923,Extreme
1133,0.224111951,43298.34198,0.004696945,0.026098677,0.053960345,0.001993161,0.016629149,0.000833054,24484,0.151,"Winston County, Alabama",81500,316,South, Alabama,East South Central Division,Middle,10.67586962,10.10577512,11.3083583,High
2013,0.164,63250,0.069723018,0.122572429,0.023976295,0.017241636,0.038623701,0.029890816,3141,0.138,"Aleutians East Borough, Alaska",126100,510,West, Alaska,Pacific Division,Middle,11.05485041,8.0522965,11.74483052,Above Average
2016,0.092194929,89557.43769,0.059701493,0.130552059,0.011483773,0.006317257,0.025085566,0.017912973,5561,0.138,"Aleutians West Census Area, Alaska",217500,657,West, Alaska,Pacific Division,Middle,11.40263546,8.623533227,12.28995413,Above Average
2020,0.084685922,91137.40573,0.055601626,0.075596417,0.005345371,3.09E-05,0.003404588,5.44E-07,291826,0.123,"Anchorage Municipality, Alaska",290500,681,West, Alaska,Pacific Division,Middle,11.4201236,12.58391301,12.57935886,Above Average
2050,0.235164698,54012.13878,0.003820608,0.010638923,0.089217579,0.075015988,0.146299051,0.1250339,17013,0.216,"Bethel Census Area, Alaska",165700,419,West, Alaska,Pacific Division,Middle,10.89696409,9.741733037,12.0179342,Extreme
2060,0.072,92083,0,0.024072217,0.021320242,0.021320242,0.041574472,0.041574472,997,0.142,"Bristol Bay Borough, Alaska",187500,566,West, Alaska,Pacific Division,Middle,11.43044562,6.90475077,12.14153412,Above Average
2068,0.128,102552,0.005476451,0.023001095,0.011615841,0.011615841,0.001985687,0.001985687,1826,0.139,"Denali Borough, Alaska",190200,341,West, Alaska,Pacific Division,Middle,11.53812527,7.509883061,12.15583143,Above Average
2070,0.177490819,62995.04725,0.002269445,0.020837632,0.073055421,0.060006763,0.111702101,0.093489004,4847,0.177,"Dillingham Census Area, Alaska",195100,495,West, Alaska,Pacific Division,Middle,11.05081139,8.486115236,12.18126753,High
2090,0.081164899,84035.61195,0.045326447,0.057910864,0.01195603,0.000683705,0.008393035,0.000604395,97581,0.129,"Fairbanks North Star Borough, Alaska",218100,610,West, Alaska,Pacific Division,Middle,11.33899594,11.48843808,12.29270895,Above Average
2100,0.077,66250,0.003987241,0.018740032,0.02952834,0.009947983,0.012291438,0,2508,0.14,"Haines Borough, Alaska",211400,500,West, Alaska,Pacific Division,Middle,11.10119074,7.827240902,12.26150735,Above Average
2105,0.149967442,59374.4186,0.00372093,0.035813953,0.080673692,0.080313057,0.122007698,0.121061891,2150,0.191,"Hoonah-Angoon Census Area, Alaska",233400,355,West, Alaska,Pacific Division,Middle,10.99161875,7.673223121,12.360509,Very High
2110,0.06369733,97454.76333,0.008920863,0.05077538,0.014057889,0.000111807,0.010444561,0.000236601,31275,0.11,"Juneau City and Borough, Alaska",323500,671,West, Alaska,Pacific Division,Middle,11.48714358,10.35057434,12.68695439,Average
2122,0.092804097,77974.73484,0.004855596,0.029620939,0.025262999,0.004562393,0.015684402,0.004173598,55400,0.133,"Kenai Peninsula Borough, Alaska",219100,409,West, Alaska,Pacific Division,Middle,11.26414014,10.92233487,12.29728353,Above Average
2130,0.114604066,83614.26527,0.005787638,0.039919863,0.010326377,0.000101615,0.003592864,0,13477,0.145,"Ketchikan Gateway Borough, Alaska",252500,581,West, Alaska,Pacific Division,Middle,11.33396942,9.508739808,12.43916653,Above Average
2150,0.114237198,82786.10175,0.006768687,0.073278399,0.008733205,0.002871424,0.007036965,0.005143589,13592,0.122,"Kodiak Island Borough, Alaska",245400,556,West, Alaska,Pacific Division,Middle,11.32401547,9.517236663,12.41064481,Above Average
2164,0.18,54148,0.005518087,0.026364194,0.064483721,0.064358312,0.16679792,0.166414717,1631,0.186,"Lake and Peninsula Borough, Alaska",145000,418,West, Alaska,Pacific Division,Middle,10.89947632,7.396948603,11.88448902,Very High
2170,0.102932861,83741.55635,0.009618518,0.037091971,0.03061194,0.003813629,0.008323358,0.002047198,88995,0.127,"Matanuska-Susitna Borough, Alaska",224900,459,West, Alaska,Pacific Division,Middle,11.33549062,11.39633547,12.32341114,Above Average
2180,0.274450801,50104.99031,0.002844501,0.012115466,0.080370942,0.073315728,0.136289034,0.125868908,9492,0.215,"Nome Census Area, Alaska",123500,491,West, Alaska,Pacific Division,Middle,10.82187589,9.158204618,11.72399644,Extreme
2185,0.105339555,61399.75249,0.009968187,0.02640509,0.016233071,0.012524418,0.062006511,0.054302085,9430,0.14,"North Slope Borough, Alaska",141100,376,West, Alaska,Pacific Division,Middle,11.02516108,9.151651376,11.85722414,Above Average
2188,0.227856174,63289.09584,0.004918251,0.00770969,0.061230353,0.061014189,0.110307248,0.109779549,7523,0.224,"Northwest Arctic Borough, Alaska",124500,628,West, Alaska,Pacific Division,Middle,11.05546833,8.925720274,11.73206099,Extreme
2195,0.094,84844,0.003931848,0.034076016,0.010220188,0.001623195,0.005829885,0.000925917,3815,0.136,"Petersburg Borough, Alaska",218800,532,West, Alaska,Pacific Division,Middle,11.34856956,8.246695944,12.29591335,Above Average
2198,0.158385501,61671.13672,0.003058104,0.022845836,0.080392853,0.028208507,0.049405835,0.026359526,5559,0.172,"Prince of Wales-Hyder Census Area, Alaska",162600,324,West, Alaska,Pacific Division,Middle,11.0295713,8.623173515,11.99904848,High
2220,0.080205044,79475.19998,0.005292197,0.04920617,0.011316315,0.000243783,0.01370482,0,8881,0.122,"Sitka City and Borough, Alaska",338600,533,West, Alaska,Pacific Division,Middle,11.2832003,9.091669442,12.73257475,Above Average
2230,0.045,84375,0,0.021694215,0.001293212,6.42E-05,0.002586424,0.000128419,968,0.153,"Skagway Municipality, Alaska",324600,575,West, Alaska,Pacific Division,Middle,11.34302643,6.875232087,12.69034893,High
2240,0.135943377,71487.4443,0.010812349,0.033290653,0.037428301,0.024595915,0.026923491,0.024149128,7029,0.16,"Southeast Fairbanks Census Area, Alaska",197300,476,West, Alaska,Pacific Division,Middle,11.17727711,8.857799727,12.19248069,High
2261,0.102667497,90001.39768,0.004773765,0.036218348,0.027144605,0.018375475,0.018880115,0.012972339,9636,0.136,"Valdez-Cordova Census Area, Alaska",200700,489,West, Alaska,Pacific Division,Middle,11.40758048,9.173261364,12.20956653,Above Average
2275,0.099,66071,0.001688476,0.015618404,0.02411385,0.013512753,0.008471236,0.004488263,2369,0.15,"Wrangell City and Borough, Alaska",171400,366,West, Alaska,Pacific Division,Middle,11.0984852,7.770223204,12.05175529,Above Average
2282,0.047,76000,0.003021148,0.025679758,0.040015961,0.040015961,0.040015961,0.040015961,662,0.144,"Yakutat City and Borough, Alaska",166000,589,West, Alaska,Pacific Division,Middle,11.23848862,6.495265556,12.01974307,Above Average
2290,0.241667323,47823.65676,0.001789549,0.011811024,0.128578575,0.128578575,0.199882652,0.199882652,5588,0.224,"Yukon-Koyukuk Census Area, Alaska",88800,384,West, Alaska,Pacific Division,Middle,10.77527571,8.62837672,11.39414193,Extreme
4001,0.356486731,37080.73113,0.002446936,0.057509997,0.081172839,0.0558162,0.035516258,0.027012205,71518,0.266,"Apache County, Arizona",83300,175,West, Arizona,Mountain Division,Low,10.52085274,11.17770445,11.33020383,Extreme
4003,0.178000449,54901.15304,0.041607662,0.323900233,0.034328598,0.006666033,0.011067508,0.00200221,131346,0.15,"Cochise County, Arizona",143900,317,West, Arizona,Mountain Division,Middle,10.91328963,11.78559034,11.87687389,Above Average
4005,0.264602934,56414.05691,0.012118642,0.135142574,0.025779134,0.010393456,0.011257602,0.005259225,134421,0.199,"Coconino County, Arizona",219300,336,West, Arizona,Mountain Division,Middle,10.94047364,11.80873194,12.29819593,Very High
4007,0.217688471,49191.12452,0.004347258,0.17889061,0.049366405,0.021340176,0.017471201,0.007295787,53597,0.185,"Gila County, Arizona",134200,350,West, Arizona,Mountain Division,Middle,10.80346849,10.88924838,11.8070865,Very High
4009,0.209924825,54409.33036,0.018350349,0.30413756,0.052051221,0.020085309,0.012119149,0.006802919,37220,0.158,"Graham County, Arizona",123300,320,West, Arizona,Mountain Division,Middle,10.90429093,10.52460153,11.72237569,High
4011,0.144316345,53646.80906,0.010548773,0.478843191,0.037989553,0.025481562,0.015305629,0.006532788,8437,0.133,"Greenlee County, Arizona",82700,254,West, Arizona,Mountain Division,Middle,10.89017727,9.040382074,11.32297488,Above Average
4012,0.179329103,46063.19796,0.006296061,0.234564888,0.050642483,0.021512252,0.025117204,0.012913515,20489,0.16,"La Paz County, Arizona",69100,243,West, Arizona,Mountain Division,Middle,10.7377696,9.927643436,11.14331001,High
4013,0.173288606,66790.95468,0.049911753,0.295705109,0.006877739,0.0001762,0.003627141,4.84E-05,3817117,0.15,"Maricopa County, Arizona",187100,418,West, Arizona,Mountain Division,Middle,11.10932294,15.15500598,12.13939851,Above Average
4015,0.198815047,46603.48682,0.009401257,0.147707632,0.046526562,0.00829145,0.012668197,0.001574823,200186,0.191,"Mohave County, Arizona",123200,302,West, Arizona,Mountain Division,Middle,10.74943064,12.20700221,11.72156433,Very High
4017,0.304345773,41368.08343,0.008729723,0.107688299,0.067772456,0.024705129,0.024962691,0.011731674,107449,0.23,"Navajo County, Arizona",104400,266,West, Arizona,Mountain Division,Middle,10.63026493,11.5847716,11.55598495,Extreme
4019,0.190582516,56989.38,0.03537214,0.345623572,0.014524173,0.002042196,0.005149895,0.00063175,980263,0.146,"Pima County, Arizona",159900,397,West, Arizona,Mountain Division,Middle,10.95062021,13.79557618,11.9823039,Above Average
4021,0.169669439,55058.8145,0.045812598,0.284687442,0.024094221,0.002699475,0.007873335,0.00116441,375770,0.147,"Pinal County, Arizona",128700,374,West, Arizona,Mountain Division,Middle,10.91615725,12.83673253,11.76523939,Above Average
4023,0.243049283,42350.95175,0.003774779,0.828194854,0.036772344,0.0017642,0.006290967,0.001046634,47420,0.086,"Santa Cruz County, Arizona",137000,314,West, Arizona,Mountain Division,Middle,10.65374617,10.76679936,11.8277362,Low
4025,0.162081077,52990.66637,0.0060038,0.136130368,0.036623825,0.005876404,0.010032705,0.001703603,211033,0.168,"Yavapai County, Arizona",188200,371,West, Arizona,Mountain Division,Middle,10.87787107,12.2597698,12.14526051,High
4027,0.203849401,46677.15121,0.020081634,0.597248545,0.016675198,0.00083329,0.004236811,4.98E-05,195751,0.175,"Yuma County, Arizona",112100,314,West, Arizona,Mountain Division,Middle,10.75101006,12.18459872,11.62714661,High
5001,0.175259162,48933.90126,0.245070719,0.026973027,0.041320446,0.004983088,0.019526902,0.000623968,19019,0.198,"Arkansas County, Arkansas",75600,341,South, Arkansas,West South Central Division,Middle,10.79822571,9.853193758,11.23321156,Very High
5003,0.199829955,42893.62984,0.258088134,0.048917769,0.044416104,0.008650436,0.012761926,0.005212858,21853,0.205,"Ashley County, Arkansas",65700,309,South, Arkansas,West South Central Division,Middle,10.66647861,9.992093491,11.0928542,Very High
5005,0.149088141,47391.24833,0.001613952,0.016573122,0.043960798,0.001064673,0.011835686,0.000630366,41513,0.158,"Baxter County, Arkansas",120400,296,South, Arkansas,West South Central Division,Middle,10.76619286,10.63376191,11.69857481,High
5007,0.118911389,67861.53364,0.01271353,0.154889107,0.015505279,7.96E-05,0.004634422,5.83E-05,221339,0.119,"Benton County, Arkansas",150800,363,South, Arkansas,West South Central Division,Middle,11.12522464,12.30745074,11.92370973,Average
5009,0.170390483,46780.10121,0.001951061,0.018264098,0.039882493,0.009019638,0.010987641,0.002636615,36903,0.162,"Boone County, Arkansas",111700,303,South, Arkansas,West South Central Division,Middle,10.7532132,10.51604813,11.62357199,High
5011,0.292930657,40850.8415,0.275721237,0.131734446,0.048481421,0.006721612,0.014056934,0.000647972,11508,0.209,"Bradley County, Arkansas",68700,302,South, Arkansas,West South Central Division,Middle,10.6176827,9.350797725,11.13750448,Very High
5013,0.174742176,46205.72951,0.222056632,0.028315946,0.051756943,0.034618943,0.026302421,0.017445062,5368,0.181,"Calhoun County, Arkansas",69000,334,South, Arkansas,West South Central Division,Middle,10.74085908,8.588210679,11.14186178,Very High
5015,0.181717372,44458.85513,0.003752824,0.127122349,0.038406435,0.002089037,0.012252112,0.000114457,27446,0.135,"Carroll County, Arkansas",116200,308,South, Arkansas,West South Central Division,Middle,10.70231944,10.21997572,11.66306812,Above Average
5017,0.311017627,34146.35229,0.540762712,0.045932203,0.085725075,0.034757814,0.04972667,0.018708209,11800,0.279,"Chicot County, Arkansas",57300,384,South, Arkansas,West South Central Division,Low,10.43841104,9.37585481,10.9560559,Extreme
